Regional,Elemento,Rodovia,Levantamento,Km,Extensão (m),Dimensão (m),Tipo,Latitude-montante,Longitude-montante,Latitude-jusante,Longitude-jusante
CGR 01,Bueiro,SP 354,03/12/2024,"56,5000","55,85","0,60",Bueiro Simples Tubular de Concreto,"-23,2084000","-46,7934000","-23,2083000","-46,7934000"
CGR 01,Bueiro,SP 354,03/12/2024,"52,2600","11,00","3,00",Passagem Gado,"-23,2453000","-46,7913000","-23,2453000","-46,7913000"
CGR 01,Bueiro,SP 332,03/12/2024,"50,1300","18,01","0,60",Bueiro Simples Tubular de Concreto,"-23,2716000","-46,8123000","-23,2717000","-46,8123000"
CGR 01,Bueiro,SP 332,03/12/2024,"50,3100","16,15","0,60",Bueiro Simples Tubular de Concreto,"-23,2703000","-46,8128000","-23,2703000","-46,8128000"
CGR 01,Bueiro,SP 332,03/12/2024,"54,0000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2423000","-46,8543000","-23,2423000","-46,8542000"
CGR 01,Bueiro,SP 332,04/12/2024,"72,8700","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1167000","-46,9399000","-23,1168000","-46,9398000"
CGR 01,Bueiro,SP 332,04/12/2024,"73,5400","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1197000","-46,9369000","-23,1198000","-46,9370000"
CGR 01,Bueiro,SP 332,04/12/2024,"74,0000","7,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1167000","-46,9399000","-23,1168000","-46,9399000"
CGR 01,Bueiro,SP 332,04/12/2024,"74,5000","8,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1131000","-46,9415000","-23,1130000","-46,9416000"
CGR 01,Bueiro,SP 332,04/12/2024,"74,6300","14,00","1,00",Bueiro Simples Tubular de Concreto,"-23,1103000","-46,9425000","-23,1104000","-46,9423000"
CGR 01,Bueiro,SP 332,04/12/2024,"75,6500","12,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1041000","-46,9422000","-23,1040000","-46,9423000"
CGR 01,Bueiro,SP 332,04/12/2024,"90,3100","7,10","0,60",Bueiro Simples Tubular de Concreto,"-23,0205000","-47,0011000","-23,0205000","-47,0011000"
CGR 01,Bueiro,SP 354,17/12/2024,"80,0000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0503000","-46,6763000","-23,0505000","-46,6761000"
CGR 01,Bueiro,SP 354,17/12/2024,"78,3000","15,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0653000","-46,6839000","-23,0652000","-46,6838000"
CGR 01,Bueiro,SP 354,16/12/2024,"75,3000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0805000","-46,7030000","-23,0803000","-46,7030000"
CGR 01,Bueiro,SP 354,17/12/2024,"75,6000","11,00","1,00",Bueiro Simples Tubular de Concreto,"-23,0800000","-46,7016000","-23,0797000","-46,7016000"
CGR 01,Bueiro,SP 354,17/12/2024,"71,9000","22,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1032000","-46,7217000","-23,1038000","-46,7220000"
CGR 01,Bueiro,SP 354,17/12/2024,"71,8000","50,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1042000","-46,7221000","-23,1045000","-46,7222000"
CGR 01,Bueiro,SP 354,17/12/2024,"67,1000","50,00","0,80",Bueiro Simples Tubular de Concreto,"-23,1393000","-46,7418000","-23,1392000","-46,7417000"
CGR 01,Bueiro,SP 354,17/12/2024,"62,0000","31,50","0,60",Bueiro Duplo Tubular de Concreto,"-23,1712000","-46,7691000","-23,1712000","-46,7691000"
CGR 01,Bueiro,SP 354,17/12/2024,"55,9900","18,00","1,00",Bueiro Duplo Tubular de Concreto,"-23,2140000","-46,7912000","-23,2140000","-46,7911000"
CGR 01,Bueiro,SP 354,17/12/2024,"51,6900","21,00","1,00",Bueiro Simples Tubular de Concreto,"-23,2483000","-46,7901000","-23,2483000","-46,7902000"
CGR 01,Bueiro,SP 354,17/12/2024,"56,4900","19,00","0,80",Bueiro Simples Tubular de Concreto,"-23,2099000","-46,7927000","-23,2099000","-46,7927000"
CGR 01,Bueiro,SP 354,17/12/2024,"56,6200","12,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2093000","-46,7932000","-23,2091000","-46,7930000"
CGR 01,Bueiro,SP 324,17/12/2024,"75,8000","11,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0617000","-46,9995000","-23,0617000","-46,9994000"
CGR 01,Bueiro,SP 324,18/12/2024,"79,7500","8,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0589000","-47,0349000","-23,0589000","-47,0350000"
CGR 01,Bueiro,SP 324,18/12/2024,"82,1000","15,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0536000","-47,0552000","-23,0538000","-47,0553000"
CGR 01,Bueiro,SP 324,18/12/2024,"82,8000","13,00","0,40",Bueiro Simples Tubular de Concreto,"-23,0540000","-47,0616000","-23,0541000","-47,0614000"
CGR 01,Bueiro,SP 324,18/12/2024,"83,6000","13,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0521000","-47,0703000","-23,0520000","-47,0704000"
CGR 01,Bueiro,SP 324,18/12/2024,"81,3500","12,10","0,60",Bueiro Simples Tubular de Concreto,"-23,0538000","-47,0479000","-23,0537000","-47,0480000"
CGR 01,Bueiro,SP 332,18/12/2024,"93,3000","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9963000","-47,0056000","-22,9961000","-47,0057000"
CGR 01,Bueiro,SP 332,18/12/2024,"93,3900","8,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9959000","-47,0061000","-22,9958000","-47,0061000"
CGR 01,Bueiro,SP 332,18/12/2024,"93,6000","30,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9947000","-47,0063000","-22,9947000","-47,0064000"
CGR 01,Bueiro,SP 332,18/12/2024,"96,7000","6,70","0,80",Bueiro Simples Tubular de Concreto,"-22,9775000","-47,0252000","-22,9775000","-47,0252000"
CGR 01,Bueiro,SP 332,18/12/2024,"96,8000","15,60","0,80",Bueiro Simples Tubular de Concreto,"-22,9763000","-47,0256000","-22,9762000","-47,0257000"
CGR 01,Bueiro,SP 360,18/12/2024,"87,5000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9880000","-46,8446000","-22,9879000","-46,8447000"
CGR 01,Bueiro,SP 360,18/12/2024,"87,9000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9862000","-46,8424000","-22,9862000","-46,8423000"
CGR 01,Bueiro,SP 360,18/12/2024,"88,3900","18,00","2,00",Bueiro Simples Tubular de Concreto,"-22,9835000","-46,8379000","-22,9835000","-46,8379000"
CGR 01,Bueiro,SP 360,18/12/2024,"89,0000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9788000","-46,8363000","-22,9789000","-46,8363000"
CGR 01,Bueiro,SP 360,18/12/2024,"90,0000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9752000","-46,8306000","-22,9749000","-46,8306000"
CGR 01,Bueiro,SP 360,18/12/2024,"101,3100","12,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9028000","-46,7838000","-22,9026000","-46,7837000"
CGR 01,Bueiro,SP 360,18/12/2024,"101,3000","19,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9028000","-46,7840000","-22,9026000","-46,7839000"
CGR 01,Bueiro,SP 360,18/12/2024,"107,2000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8579000","-46,7865000","-22,8581000","-46,7865000"
CGR 01,Bueiro,SP 360,19/12/2024,"90,3200","16,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9743000","-46,8276000","-22,9742000","-46,8277000"
CGR 01,Bueiro,SP 360,19/12/2024,"90,9600","16,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9724000","-46,8244000","-22,9724000","-46,8245000"
CGR 01,Bueiro,SP 360,19/12/2024,"90,8000","16,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9716000","-46,8237000","-22,9717000","-46,8240000"
CGR 01,Bueiro,SP 360,19/12/2024,"91,9000","11,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9620000","-46,8232000","-22,9620000","-46,8230000"
CGR 01,Bueiro,SP 360,19/12/2024,"92,6200","13,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9560000","-46,8210000","-22,9559000","-46,8209000"
CGR 01,Bueiro,SP 360,19/12/2024,"95,0500","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9476000","-46,8055000","-22,9420000","-46,8082000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"6,0000","18,50","0,60",Bueiro Simples Tubular de Concreto,"-23,1619000","-47,0218000","-23,1619000","-47,0218000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"5,9800","19,00","0,40",Bueiro Simples Tubular de Concreto,"-23,1619000","-47,0215000","-23,1619000","-47,0215000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"4,0000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1681000","-47,0046000","-23,1682000","-47,0045000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"3,5000","8,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1697000","-47,0011000","-23,1697000","-47,0010000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"3,0200","14,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1723000","-46,9947000","-23,1724000","-46,9947000"
CGR 01,Bueiro,SPA 066/300,20/12/2024,"0,1200","30,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1812000","-46,9709000","-23,1797000","-46,9730000"
CGR 01,Bueiro,SP 332,23/12/2024,"56,3000","21,30","0,60",Bueiro Simples Tubular de Concreto,"-23,2399000","-46,8555000","-23,2400000","-46,8556000"
CGR 01,Bueiro,SP 332,23/12/2024,"55,5000","18,70","0,60",Bueiro Simples Tubular de Concreto,"-23,2451000","-46,8496000","-23,2450000","-46,8496000"
CGR 01,Bueiro,SP 360,13/02/2025,"82,3000","55,00","1,50",Bueiro Simples Tubular de Concreto,"-23,2451000","-46,8496000","-23,2450000","-46,8496000"
CGR 01,Bueiro,SP 360,13/02/2025,"82,4200","120,00","1,00",Bueiro Simples Tubular de Concreto,"-23,0318700","-46,8418100","-23,0318700","-46,8418100"
CGR 01,Bueiro,SP 360,13/02/2025,"83,1000","20,00","0,80",Bueiro Simples Tubular de Concreto,"-23,0318700","-46,8418100","-23,0236000","-46,8414600"
CGR 01,Bueiro,SP 360,13/02/2025,"83,5000","12,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0236900","-46,8413300","-23,0236500","-46,8413800"
CGR 01,Bueiro,SP 360,13/02/2025,"83,4700","25,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0236400","-46,8411600","-23,0236500","-46,8413800"
CGR 01,Bueiro,SP 360,13/02/2025,"83,5150","40,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0235800","-46,8414900","-23,0236000","-46,8414700"
CGR 01,Bueiro,SP 360,13/02/2025,"83,5500","20,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0232500","-46,8417900","-23,0233900","-46,8417700"
CGR 01,Bueiro,SP 360,13/02/2025,"87,4000","20,00","1,50",Bueiro Simples Tubular de Concreto,"-22,9880600","-46,8445800","-22,9899500","-46,8446900"
CGR 01,Bueiro,SP 360,13/02/2025,"87,8500","18,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9854000","-46,8414650","-22,9853000","-46,8415000"
CGR 01,Bueiro,SP 360,13/02/2025,"88,3000","36,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9836000","-46,8378000","-22,9833000","-46,8377800"
CGR 01,Bueiro,SP 360,13/02/2025,"89,3000","40,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9769600","-46,8364200","-22,9768200","-46,8367100"
CGR 01,Bueiro,SP 360,18/02/2025,"89,5000","20,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9750200","-46,8353200","-22,9749400","-46,8354500"
CGR 01,Bueiro,SP 360,18/02/2025,"89,5200","32,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9761800","-46,8321500","-22,9761700","-46,8356600"
CGR 01,Bueiro,SP 360,18/02/2025,"89,8500","15,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9761800","-46,8321500","-22,9763000","-46,8320600"
CGR 01,Bueiro,SP 360,18/02/2025,"89,8600","45,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9745000","-46,8323300","-22,9744100","-46,8323800"
CGR 01,Bueiro,SP 360,18/02/2025,"90,3000","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9742500","-46,8276000","-22,9741000","-46,8276700"
CGR 01,Bueiro,SP 360,18/02/2025,"91,1500","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9696200","-46,8232600","-22,9697700","-46,8233700"
CGR 01,Bueiro,SP 360,18/02/2025,"91,2500","19,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9689800","-46,8233200","-22,9692000","-46,8232900"
CGR 01,Bueiro,SP 360,18/02/2025,"91,5000","11,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9663200","-46,8233800","-22,9664200","-46,8234600"
CGR 01,Bueiro,SP 360,18/02/2025,"91,7000","30,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9647300","-46,8235900","-22,9646800","-46,8233700"
CGR 01,Bueiro,SP 360,18/02/2025,"92,0000","21,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9620400","-46,8231700","-22,9620600","-46,8229900"
CGR 01,Bueiro,SP 360,18/02/2025,"92,5500","17,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9560000","-46,8210600","-22,9559800","-46,8209100"
CGR 01,Bueiro,SP 360,18/02/2025,"92,8000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9542400","-46,8204400","-22,9543200","-4682028,0000000"
CGR 01,Bueiro,SP 360,18/02/2025,"95,0300","23,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9420600","-46,8082100","-22,9418800","-46,8083100"
CGR 01,Bueiro,SP 360,26/02/2025,"97,9000","22,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9264200","-46,7922700","-22,9264700","-46,7920300"
CGR 01,Bueiro,SP 360,26/02/2025,"98,0000","22,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9528800","-46,7912200","-22,9261100","-46,7912100"
CGR 01,Bueiro,SP 360,26/02/2025,"98,2000","25,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9250400","-46,7898500","-22,9251000","-46,7896900"
CGR 01,Bueiro,SP 360,26/02/2025,"98,3500","35,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9242400","-46,7893800","-22,9243800","-46,7892000"
CGR 01,Bueiro,SP 360,26/02/2025,"98,4500","30,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9233100","-46,7886200","-22,9234200","-46,7884900"
CGR 01,Bueiro,SP 360,26/02/2025,"99,0500","20,00","3,00",Bueiro Simples Tubular de Concreto,"-22,9211200","-46,7846800","-22,9209600","-46,7846800"
CGR 01,Bueiro,SP 360,26/02/2025,"99,3000","35,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9263000","-46,7900300","-22,9192100","-46,7838000"
CGR 01,Bueiro,SP 360,27/02/2025,"100,0500","20,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9126100","-46,7849400","-22,9126200","-46,7850200"
CGR 01,Bueiro,SP 360,27/02/2025,"100,4500","25,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9062900","-46,7848300","-22,9094400","-46,7869500"
CGR 01,Bueiro,SP 360,27/02/2025,"100,8500","25,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9062500","-46,7848300","-22,9062000","-46,7846300"
CGR 01,Bueiro,SP 360,27/02/2025,"101,0500","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9047700","-46,7840500","-22,9045700","-46,7839100"
CGR 01,Bueiro,SP 360,27/02/2025,"101,1000","27,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9045700","-46,7839100","-22,9043700","-46,7836100"
CGR 01,Bueiro,SP 360,27/02/2025,"101,3500","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9022400","-46,7841200","-22,9024100","-46,7840300"
CGR 01,Bueiro,SP 360,27/02/2025,"101,9000","20,00","3,00",Bueiro Simples Tubular de Concreto,"-22,8982600","-46,7868100","-22,8982900","-46,7869800"
CGR 01,Bueiro,SP 147,29/11/2024,"12,8000","13,00","0,60",Bueiro Simples Tubular de Concreto,"-22,5506000","-46,6123000","-22,5506000","-46,6125000"
CGR 01,Bueiro,SP 095,29/11/2024,"14,5000","14,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8462000","-46,6419000","-22,8463000","-46,6419000"
CGR 01,Bueiro,SP 095,29/11/2024,"15,0000","14,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8459000","-46,6462000","-22,8432000","-46,6451000"
CGR 01,Bueiro,SP 095,29/11/2024,"18,4000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8339000","-46,6731000","-22,8339000","-46,6731000"
CGR 01,Bueiro,SP 095,29/11/2024,"21,3000","16,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8164000","-46,6890000","-22,8163000","-46,6889000"
CGR 01,Bueiro,SP 095,29/11/2024,"24,8000","16,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8045000","-46,7173000","-22,8045000","-46,7173000"
CGR 01,Bueiro,SP 095,29/11/2024,"25,9000","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,7957000","-46,7170000","-22,8045000","-46,7173000"
CGR 01,Bueiro,SP 095,29/11/2024,"26,2000","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,7928000","-46,7187000","-22,7928000","-46,7185000"
CGR 01,Bueiro,SPA 113/008,29/11/2024,"1,4500","8,40","0,30",Bueiro Simples Tubular de Concreto,"-22,7819000","-46,5728000","-22,7817000","-46,5730000"
CGR 01,Bueiro,SPA 113/008,29/11/2024,"2,4200","11,00","0,30",Bueiro Simples Tubular de Concreto,"-22,7828000","-46,5827000","-22,7828000","-46,5829000"
CGR 01,Bueiro,SPA 113/008,29/11/2024,"2,4600","10,00","0,30",Bueiro Simples Tubular de Concreto,"-22,7828000","-46,5829000","-22,7827000","-46,5829000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"0,2000","28,40","0,60",Bueiro Simples Tubular de Concreto,"-22,9922000","-46,5127000","-22,9922000","-46,5129000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,0500","16,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9832000","-46,5251000","-22,9833000","-46,5252000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,1600","21,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9823000","-46,5258000","-22,9824000","-46,5262000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,1700","21,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9821000","-46,5264000","-22,9822000","-46,5264000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,1800","21,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9820000","-46,5263000","-22,9820000","-46,5263000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,2000","21,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9816000","-46,5265000","-22,9817000","-46,5265000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,6700","35,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9792000","-46,5292000","-22,9792000","-46,5293000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"2,6800","25,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9792000","-46,5293000","-22,9792000","-46,5294000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"3,0100","22,20","0,60",Bueiro Simples Tubular de Concreto,"-22,9768000","-46,5313000","-22,9768000","-46,5317000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"3,0300","7,40","0,60",Bueiro Simples Tubular de Concreto,"-22,9766000","-46,5319000","-22,9765000","-46,5320000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"3,0700","13,60","0,60",Bueiro Simples Tubular de Concreto,"-22,9762000","-46,5321000","-22,9762000","-46,5322000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"3,1800","15,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9753000","-46,5327000","-22,9753000","-46,5327000"
CGR 01,Bueiro,SPA 021/010,29/11/2024,"3,3900","15,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9745000","-46,5333000","-22,9745000","-46,5334000"
CGR 01,Bueiro,SP 063,29/11/2024,"54,9900","17,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9706000","-46,5568000","-22,9706000","-46,5568000"
CGR 01,Bueiro,SP 008,02/12/2024,"93,2100","16,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9411000","-46,5564000","-22,9411000","-46,5566000"
CGR 01,Bueiro,SP 008,02/12/2024,"93,2200","20,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9409000","-46,5564000","-22,9411000","-46,5566000"
CGR 01,Bueiro,SP 008,02/12/2024,"93,5100","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9384000","-46,5565000","-22,9384000","-46,5565000"
CGR 01,Bueiro,SP 008,02/12/2024,"96,2000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9159000","-46,5490000","-22,9159000","-46,5490000"
CGR 01,Bueiro,SP 008,02/12/2024,"96,2600","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9155000","-46,5489000","-22,9155000","-46,5487000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"0,0000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9220000","-46,4454000","-22,9220000","-46,4453000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"3,2700","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9094000","-46,4744000","-22,9095000","-46,4745000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"3,3800","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9094000","-46,4746000","-22,9095000","-46,4747000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"3,4000","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9094000","-46,4748000","-22,9093000","-46,4749000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"3,5800","18,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9094000","-46,4754000","-22,9095000","-46,4754000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"6,1000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9215000","-46,5303000","-22,9193000","-46,4985000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"6,9300","12,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9239000","-46,5024000","-22,9238000","-46,5025000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"7,0800","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9256000","-46,5035000","-22,9256000","-46,5032000"
CGR 01,Bueiro,SPA 009/010,02/12/2024,"7,1000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9256000","-46,5035000","-22,9256000","-46,5032000"
CGR 01,Bueiro,SP 008,02/12/2024,"102,8300","15,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9265000","-46,5035000","-22,9265000","-46,5032000"
CGR 01,Bueiro,SP 008,02/12/2024,"105,6700","12,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8381000","-46,5522000","-22,8380000","-46,5521000"
CGR 01,Bueiro,SP 008,02/12/2024,"105,6900","12,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8381000","-46,5522000","-22,8380000","-46,5521000"
CGR 01,Bueiro,SP 008,02/12/2024,"107,0200","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8271000","-46,5579000","-22,8272000","-46,5578000"
CGR 01,Bueiro,SP 008,02/12/2024,"108,1000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8220000","-46,5511000","-22,8221000","-46,5511000"
CGR 01,Bueiro,SP 008,02/12/2024,"108,3100","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8217000","-46,5505000","-22,8218000","-46,5504000"
CGR 01,Bueiro,SP 008,02/12/2024,"108,4000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8212000","-46,5499000","-22,8213000","-46,5499000"
CGR 01,Bueiro,SPA 109/008,02/12/2024,"2,7600","12,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8056000","-46,5249000","-22,8055000","-46,5249000"
