Regional,Elemento,Rodovia,Levantamento,Km,Extensão (m),Dimensão (m),Tipo,Latitude-montante,Longitude-montante,Latitude-jusante,Longitude-jusante
CGR 06,Bueiro,SPA 162/050,08/11/2024,"1,9600","13,00","0,60",Bueiro Simples Celular de Concreto,"-22,7607000","-45,7104000","-22,7607000","-45,7104000"
CGR 06,Bueiro,SPA 162/050,08/11/2024,"2,0600","13,00","0,60",Bueiro Simples Celular de Concreto,"-22,7599000","-45,7110000","-22,7599000","-45,7110000"
CGR 06,Bueiro,SPA 162/050,08/11/2024,"2,1900","14,00","0,80",Bueiro Simples Celular de Concreto,"-22,7597000","-45,7119000","-22,7597000","-45,7119000"
CGR 06,Bueiro,SPA 162/050,08/11/2024,"2,2800","12,00","0,80",Bueiro Simples Celular de Concreto,"-22,7591000","-45,7125000","-22,7591000","-45,7125000"
CGR 06,Bueiro,SPA 162/050,08/11/2024,"2,3300","10,00","0,80",Bueiro Simples Celular de Concreto,"-22,7588000","-45,7130000","-22,7588000","-45,7130000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"0,5700","13,00","0,60",Bueiro Duplo Celular de Concreto,"-22,6849000","-45,7233000","-22,6849000","-45,7233000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"0,7800","10,00","0,60",Bueiro Simples Celular de Concreto,"-22,6847000","-45,7211000","-22,6847000","-45,7211000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"0,8800","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6847000","-45,7200000","-22,6847000","-45,7200000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"0,9700","34,00","0,60",Bueiro Simples Celular de Concreto,"-22,6845000","-45,7194000","-22,6845000","-45,7194000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,0000","12,00","1,00",Bueiro Duplo Celular de Concreto,"-22,6845000","-45,7191000","-22,6845000","-45,7191000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,1000","11,00","0,80",Bueiro Simples Celular de Concreto,"-22,6840000","-45,7183000","-22,6840000","-45,7183000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,2200","10,00","0,60",Bueiro Simples Celular de Concreto,"-22,6845000","-45,7174000","-22,6845000","-45,7174000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,5700","11,00","0,60",Bueiro Duplo Celular de Concreto,"-22,6824000","-45,7141000","-22,6824000","-45,7141000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,6900","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,6819000","-45,7130000","-22,6819000","-45,7130000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"1,7800","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6811000","-45,6963000","-22,6811000","-45,6963000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"3,5200","11,00","0,60",Bueiro Simples Celular de Concreto,"-22,6800000","-45,6912000","-22,6800000","-45,6912000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"4,0400","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6800000","-45,6912000","-22,6800000","-45,6912000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"4,1700","11,00","0,60",Bueiro Simples Celular de Concreto,"-22,6800000","-45,6900000","-22,6800000","-45,6900000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"4,5000","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6790000","-45,6877000","-22,6790000","-45,6877000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,0100","10,00","0,60",Bueiro Simples Celular de Concreto,"-22,6757000","-45,6834000","-22,6757000","-45,6834000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,1000","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6753000","-45,6825000","-22,6753000","-45,6825000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,2700","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6744000","-45,6815000","-22,6744000","-45,6815000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,3400","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,6737000","-45,6810000","-22,6737000","-45,6810000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,4100","13,00","1,20",Bueiro Simples Celular de Concreto,"-22,6731000","-45,6809000","-22,6731000","-45,6809000"
CGR 06,Bueiro,SPA 166/042,08/11/2024,"5,5000","12,00","0,80",Bueiro Simples Celular de Concreto,"-22,6723000","-45,6805000","-22,6723000","-45,6805000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,0400","5,00","0,60",Bueiro Simples Celular de Concreto,"-23,1142000","-45,7083000","-23,1142000","-45,7083000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,0700","16,00","0,60",Bueiro Simples Celular de Concreto,"-23,1146000","-45,7084000","-23,1146000","-45,7084000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,2300","12,00","0,60",Bueiro Simples Celular de Concreto,"-23,1162000","-45,7091000","-23,1162000","-45,7091000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,2700","10,00","0,60",Bueiro Simples Celular de Concreto,"-23,1168000","-45,7095000","-23,1168000","-45,7095000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,3000","14,00","0,60",Bueiro Simples Celular de Concreto,"-23,1172000","-45,7095000","-23,1172000","-45,7095000"
CGR 06,Bueiro,SP 103,11/11/2024,"0,5500","14,00","0,60",Bueiro Simples Celular de Concreto,"-23,1188000","-45,7117000","-23,1188000","-45,7117000"
CGR 06,Bueiro,SPA 017/123,08/11/2024,"2,7500","23,00","0,80",Bueiro Simples Celular de Concreto,"-22,9493000","-45,5710000","-22,9492000","-45,5709000"
CGR 06,Bueiro,SPA 133/062,08/11/2024,"2,2000","12,40","0,60",Bueiro Simples Celular de Concreto,"-22,9859000","-45,5588000","-22,9859000","-45,5590000"
CGR 06,Bueiro,SPA 133/062,08/11/2024,"3,6000","13,40","0,60",Bueiro Simples Celular de Concreto,"-22,9748000","-45,5576000","-22,9747000","-45,5575000"
CGR 06,Bueiro,SPA 133/062,08/11/2024,"4,3000","8,60","0,60",Bueiro Simples Celular de Concreto,"-22,9686000","-45,5564000","-22,9687000","-45,5564000"
CGR 06,Bueiro,SPA 133/062,08/11/2024,"4,3800","8,30","0,60",Bueiro Simples Celular de Concreto,"-22,9681000","-45,5562000","-22,9681000","-45,5562000"
CGR 06,Bueiro,SPA 143/062,08/11/2024,"3,2000","22,60","0,60",Bueiro Simples Celular de Concreto,"-22,9612000","-45,5286000","-22,9613000","-45,5284000"
CGR 06,Bueiro,SPA 143/062,08/11/2024,"3,3000","23,00","0,40",Bueiro Simples Celular de Concreto,"-22,9612000","-45,5297000","-22,9611000","-45,5298000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"0,2000","20,00","0,60",Bueiro Simples Celular de Concreto,"-22,9200000","-45,3455000","-22,9202000","-45,3456000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"1,6000","41,80","0,80",Bueiro Simples Celular de Concreto,"-22,9099000","-45,3512000","-22,9099000","-45,3510000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"2,3000","14,10","0,80",Bueiro Simples Celular de Concreto,"-22,9044000","-45,3559000","-22,9045000","-45,3560000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"2,3800","8,70","0,80",Bueiro Simples Celular de Concreto,"-22,9041000","-45,3564000","-22,9042000","-45,3565000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"2,5000","15,40","0,60",Bueiro Simples Celular de Concreto,"-22,9029000","-45,3574000","-22,9030000","-45,3572000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"2,6800","17,80","0,60",Bueiro Simples Celular de Concreto,"-22,9022000","-45,3582000","-22,9021000","-45,3580000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"3,3000","14,40","0,80",Bueiro Simples Celular de Concreto,"-22,8972000","-45,3630000","-22,8973000","-45,3631000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"3,6800","18,80","0,80",Bueiro Simples Celular de Concreto,"-22,8952000","-45,3651000","-22,8952000","-45,3652000"
CGR 06,Bueiro,SPA 085/060,11/11/2024,"4,0400","13,60","0,80",Bueiro Simples Celular de Concreto,"-22,8921000","-45,3656000","-22,8921000","-45,3658000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,2600","21,00","0,60",Bueiro Simples Celular de Concreto,"-22,6462000","-45,0188000","-22,6463000","-450186,0000000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,4000","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6473000","-45,0187000","-22,6473000","-45,0186000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,4800","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6482000","-45,0188000","-22,6482000","-45,0186000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,6000","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6491000","-45,0189000","-22,6491000","-45,0187000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,6500","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6499000","-45,0190000","-22,6500000","-45,0191000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,8500","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6514000","-45,0196000","-22,6513000","-45,0194000"
CGR 06,Bueiro,SPA 205/058,08/01/2024,"0,9500","16,00","1,20",Bueiro Simples Celular de Concreto,"-22,6524000","-45,0190000","-22,6523000","-45,0190000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"0,2500","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,5870000","-44,7153000","-22,5868000","-44,7151000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"0,3500","19,00","0,80",Bueiro Simples Celular de Concreto,"-22,5868000","-44,7162000","-22,5866000","-44,7161000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"0,5200","19,00","0,80",Bueiro Simples Celular de Concreto,"-22,5861000","-44,7175000","-22,5863000","-44,7176000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"0,7000","15,00","0,80",Bueiro Simples Celular de Concreto,"-22,5853000","-44,7188000","-22,5855000","-44,7189000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"0,9000","16,00","0,80",Bueiro Simples Celular de Concreto,"-22,5843000","-44,7206000","-22,5845000","-44,7206000"
CGR 06,Bueiro,SPA 074/048,08/01/2024,"0,3800","48,00","0,40",Bueiro Simples Celular de Concreto,"-22,6950000","-45,1271000","-22,6945000","-45,1269000"
CGR 06,Bueiro,SPA 074/048,08/01/2024,"1,0800","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6993000","-45,1312000","-22,6994000","-45,1313000"
CGR 06,Bueiro,SPA 074/048,08/01/2024,"1,4700","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,7021000","-45,1330000","-22,7022000","-45,1328000"
CGR 06,Bueiro,SPA 220/052,08/01/2024,"0,3000","12,00","0,60",Bueiro Simples Celular de Concreto,"-22,5711000","-44,9923000","-22,5712000","-44,9924000"
CGR 06,Bueiro,SPA 220/052,08/01/2024,"0,5600","11,00","0,80",Bueiro Simples Celular de Concreto,"-22,5728000","-44,9906000","-22,5729000","-44,9906000"
CGR 06,Bueiro,SPA 220/052,08/01/2024,"2,1300","18,00","0,60",Bueiro Simples Celular de Concreto,"-22,5769000","-44,9779000","-22,5770000","-44,9777000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"0,4000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,5466000","-44,9148000","-22,5467000","-44,9147000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"0,5500","12,00","0,80",Bueiro Simples Celular de Concreto,"-22,5472000","-44,9150000","-22,5472000","-44,9149000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"1,0000","17,00","0,60",Bueiro Simples Celular de Concreto,"-22,5506000","-44,9170000","-22,5504000","-44,9169000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"1,6000","14,00","0,30",Bueiro Simples Celular de Concreto,"-22,5563000","-44,9165000","-22,5564000","-44,9164000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"1,9500","11,00","0,60",Bueiro Simples Celular de Concreto,"-22,5590000","-44,9161000","-22,5590000","-44,9159000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"2,0000","12,00","0,30",Bueiro Simples Celular de Concreto,"-22,5595000","-44,9157000","-22,5595000","-44,9156000"
CGR 06,Bueiro,SPA 227/058,08/01/2024,"2,4000","15,00","0,30",Bueiro Simples Celular de Concreto,"-22,5625000","-44,9131000","-22,5625000","-44,9130000"
CGR 06,Bueiro,SPA 029/060,08/01/2024,"2,7000","26,00","0,80",Bueiro Simples Celular de Concreto,"-22,6135000","-44,3290000","-22,6136000","-44,9291000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"1,8000","24,00","0,80",Bueiro Simples Celular de Concreto,"-22,5782000","-44,7247000","-22,5783000","-44,7248000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"2,0500","20,00","0,80",Bueiro Simples Celular de Concreto,"-22,5767000","-44,7263000","-22,5767000","-44,7264000"
CGR 06,Bueiro,SPA 244/068,08/01/2024,"2,3500","32,00","0,80",Bueiro Simples Celular de Concreto,"-22,5750000","-44,7279000","-22,5747000","-44,2775000"
CGR 06,Bueiro,SP 171,08/01/2024,"62,6800","11,00","0,40",Bueiro Simples Celular de Concreto,"-23,1478000","-44,8825000","-23,1479000","-44,8828000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"2,7500","20,00","0,80",Bueiro Simples Celular de Concreto,"-22,5728000","-44,7296000","-22,5727000","-44,7297000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"3,2000","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,5694000","-44,7326000","-22,5695000","-44,7327000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"4,4000","27,00","1,00",Bueiro Simples Celular de Concreto,"-22,5658000","-44,7384000","-22,5659000","-44,7386000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"5,1000","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,5637000","-44,7444000","-22,5638000","-44,7444000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"5,3000","21,00","0,80",Bueiro Simples Celular de Concreto,"-22,5644000","-44,7460000","-22,5646000","-44,7459000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"6,4000","22,00","0,80",Bueiro Simples Celular de Concreto,"-22,5641000","-44,7562000","-22,5642000","-44,7562000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"7,6000","24,00","0,60",Bueiro Simples Celular de Concreto,"-22,5633000","-44,7638000","-22,5633000","-44,7636000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"7,9000","24,00","0,60",Bueiro Simples Celular de Concreto,"-22,5641000","-44,7658000","-22,5642000","-44,7659000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"8,0000","17,00","0,80",Bueiro Simples Celular de Concreto,"-22,5637000","-44,7668000","-22,5639000","-44,7668000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"8,2000","20,00","0,80",Bueiro Simples Celular de Concreto,"-22,5630000","-44,7685000","-22,5631000","-44,7686000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"8,7000","23,00","0,80",Bueiro Simples Celular de Concreto,"-22,5601000","-44,7710000","-22,5602000","-44,7712000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"9,5000","24,00","0,80",Bueiro Simples Celular de Concreto,"-225554,0000000","-44,7761000","-22,5556000","-44,7760000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"9,8000","23,00","0,80",Bueiro Simples Celular de Concreto,"-22,5538000","-44,7780000","-22,5538000","-44,7782000"
CGR 06,Bueiro,SPA 244/068,11/11/2024,"10,1000","20,00","0,80",Bueiro Simples Celular de Concreto,"-22,5509000","-44,7778000","-22,5509000","-44,7779000"
CGR 06,Bueiro,SP 068,14/11/2024,"203,5500","15,00","0,80",Bueiro Triplo Celular de Concreto,"-22,6645000","-44,9742000","-22,6646000","-44,9743000"
CGR 06,Bueiro,SP 068,14/11/2024,"203,7000","18,00","0,30",Bueiro Simples Celular de Concreto,"-22,6646000","-44,9725000","-22,6648000","-44,9725000"
CGR 06,Bueiro,SP 068,14/11/2024,"204,2000","18,00","0,30",Bueiro Simples Celular de Concreto,"-22,6661000","-44,9689000","-22,6662000","-44,9689000"
CGR 06,Bueiro,SP 068,14/11/2024,"205,1800","18,00","0,30",Bueiro Simples Celular de Concreto,"-22,6649000","-44,5994000","-22,6651000","-44,9594000"
CGR 06,Bueiro,SP 068,14/11/2024,"205,4000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6650000","-44,9573000","-22,6651000","-44,9572000"
CGR 06,Bueiro,SP 068,14/11/2024,"205,7000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6646000","-44,9544000","-22,6647000","-44,9543000"
CGR 06,Bueiro,SP 068,14/11/2024,"207,1000","14,00","0,60",Bueiro Simples Celular de Concreto,"-22,6569000","-44,9460000","-22,6571000","-44,9460000"
CGR 06,Bueiro,SP 068,14/11/2024,"207,5000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6585000","-44,9421000","-22,6566000","-44,9422000"
CGR 06,Bueiro,SP 068,14/11/2024,"207,9000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6599000","-44,9391000","-22,6600000","-44,9391000"
CGR 06,Bueiro,SP 068,14/11/2024,"210,4000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6583000","-44,9170000","-22,6584000","-44,9171000"
CGR 06,Bueiro,SP 068,14/11/2024,"210,7000","17,00","0,80",Bueiro Simples Celular de Concreto,"-22,6585000","-44,9142000","-22,6586000","-44,9143000"
CGR 06,Bueiro,SP 068,14/11/2024,"211,6000","15,00","0,80",Bueiro Simples Celular de Concreto,"-22,6338000","-44,9089000","-22,6638000","-44,9091000"
CGR 06,Bueiro,SP 068,14/11/2024,"211,9000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6667000","-44,9085000","-22,6667000","-44,9087000"
CGR 06,Bueiro,SP 068,14/11/2024,"213,1000","15,00","0,60",Bueiro Simples Celular de Concreto,"-22,6755000","-44,9038000","-22,6754000","-44,9037000"
CGR 06,Bueiro,SP 068,14/11/2024,"213,8000","16,00","0,80",Bueiro Simples Celular de Concreto,"-22,6768000","-44,8980000","-22,6769000","-44,8980000"
CGR 06,Bueiro,SP 068,14/11/2024,"213,9500","11,00","0,60",Bueiro Simples Celular de Concreto,"-22,6771000","-44,8957000","-22,6773000","-44,8957000"
CGR 06,Bueiro,SP 068,14/11/2024,"215,9500","18,00","1,20",Bueiro Simples Celular de Concreto,"-22,6735000","-44,8782000","-22,6737000","-44,8794000"
CGR 06,Bueiro,SP 068,14/11/2024,"216,3000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6736000","-44,8743000","-22,6738000","-44,8743000"
CGR 06,Bueiro,SP 068,14/11/2024,"216,3500","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6742000","-44,8740000","-22,6742000","-44,8740000"
CGR 06,Bueiro,SP 068,14/11/2024,"217,7000","16,00","0,60",Bueiro Simples Celular de Concreto,"-22,6811000","-44,8642000","-22,6812000","-44,8641000"
CGR 06,Bueiro,SP 123,13/11/2024,"0,4000","65,00","0,40",Bueiro Simples Celular de Concreto,"-23,2532000","-45,6233000","-23,0532000","-45,6233000"
CGR 06,Bueiro,SP 123,13/11/2024,"1,0200","19,70","0,80",Bueiro Simples Celular de Concreto,"-23,0484000","-45,6260000","-22,0486000","-45,6262000"
CGR 06,Bueiro,SP 123,13/11/2024,"1,1000","52,50","0,80",Bueiro Simples Celular de Concreto,"-23,0469000","-45,6266000","-23,0474000","-45,6265000"
CGR 06,Bueiro,SP 123,13/11/2024,"1,5000","33,00","4,00",Bueiro Duplo Celular de Concreto,"-23,0442000","-45,6279000","-23,0442000","-45,6276000"
CGR 06,Bueiro,SP 123,13/11/2024,"1,6000","33,00","0,60",Bueiro Simples Celular de Concreto,"-23,0433000","-45,6276000","-23,0433000","-45,6279000"
CGR 06,Bueiro,SP 123,13/11/2024,"1,7000","33,50","0,80",Bueiro Simples Celular de Concreto,"-23,0421000","-45,6278000","-23,0420000","-45,6281000"
CGR 06,Bueiro,SP 183,13/11/2024,"1,2000","15,00","1,00",Bueiro Simples Celular de Concreto,"-22,6239000","-45,1500000","-22,6240000","-45,1500000"
CGR 06,Bueiro,SP 183,13/11/2024,"2,8000","20,00","0,60",Bueiro Simples Celular de Concreto,"-22,6167000","-45,1352000","-22,6168000","-45,1352000"
CGR 06,Bueiro,SP 183,13/11/2024,"8,7000","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,6107000","-45,0799000","-22,6109000","-45,0798000"
CGR 06,Bueiro,SP 183,13/11/2024,"9,0000","18,00","0,80",Bueiro Simples Celular de Concreto,"-22,6103000","-45,0776000","-22,6104000","-45,0776000"
CGR 06,Bueiro,SP 171,14/11/2024,"0,1000","15,40","0,80",Bueiro Simples Celular de Concreto,"-22,8252000","-45,1922000","-22,8249000","-45,1924000"
CGR 06,Bueiro,SP 171,14/11/2024,"0,4000","17,70","0,80",Bueiro Simples Celular de Concreto,"-22,8280000","-45,1915000","-22,8280000","-45,1915000"
CGR 06,Bueiro,SP 171,14/11/2024,"0,8000","43,10","0,80",Bueiro Simples Celular de Concreto,"-22,8304000","-45,1900000","-22,8305000","-45,1900000"
CGR 06,Bueiro,SP 171,14/11/2024,"1,1000","86,00","0,80",Bueiro Simples Celular de Concreto,"-22,8319000","-45,1870000","-22,8312000","-45,1874000"
CGR 06,Bueiro,SP 171,14/11/2024,"1,6000","34,50","0,80",Bueiro Simples Celular de Concreto,"-22,8326000","-45,1838000","-22,8323000","-45,1836000"
CGR 06,Bueiro,SP 171,14/11/2024,"1,8000","20,40","0,60",Bueiro Simples Celular de Concreto,"-22,8347000","-45,1830000","-22,8346000","-45,1830000"
CGR 06,Bueiro,SP 171,14/11/2024,"2,2000","24,70","0,60",Bueiro Simples Celular de Concreto,"-22,8377000","-45,1814000","-22,8376000","-45,1812000"
CGR 06,Bueiro,SP 171,14/11/2024,"4,5000","14,50","0,60",Bueiro Simples Celular de Concreto,"-22,8560000","-45,1829000","-22,8560000","-45,1830000"
CGR 06,Bueiro,SP 171,14/11/2024,"4,8500","26,80","0,80",Bueiro Simples Celular de Concreto,"-22,8582000","-45,1808000","-22,8582000","-45,1807000"
CGR 06,Bueiro,SP 171,14/11/2024,"4,9500","14,30","0,60",Bueiro Simples Celular de Concreto,"-22,8594000","-45,1803000","-22,9445000","-45,1804000"
CGR 06,Bueiro,SP 171,14/11/2024,"5,2000","24,40","0,60",Bueiro Simples Celular de Concreto,"-22,8625000","-45,1781000","-22,8623000","-45,1780000"
CGR 06,Bueiro,SP 171,14/11/2024,"5,6000","20,70","0,80",Bueiro Simples Celular de Concreto,"-22,8651000","-45,1768000","-22,8654000","-45,7768000"
CGR 06,Bueiro,SP 171,14/11/2024,"5,9000","20,70","1,50",Bueiro Simples Celular de Concreto,"-22,8673000","-45,1759000","-22,8673000","-45,1762000"
CGR 06,Bueiro,SP 171,14/11/2024,"6,4500","87,00","0,60",Bueiro Simples Celular de Concreto,"-22,8718000","-45,1746000","-22,8714000","-45,1748000"
CGR 06,Bueiro,SP 171,14/11/2024,"6,5000","13,50","0,80",Bueiro Simples Celular de Concreto,"-22,8718000","-45,1744000","-22,8717000","-45,1745000"
CGR 06,Bueiro,SP 171,14/11/2024,"6,8000","36,10","0,60",Bueiro Simples Celular de Concreto,"-22,8751000","-45,1726000","-22,8751000","-45,1729000"
CGR 06,Bueiro,SP 171,14/11/2024,"7,7500","16,10","0,60",Bueiro Simples Celular de Concreto,"-22,8789000","-45,1639000","-22,8788000","-45,1638000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,4200","20,00","0,60",Bueiro Duplo Celular de Concreto,"-23,5474000","-45,2404000","-23,5474000","-45,2404000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,4200","20,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5477000","-42,2403000","-23,5477000","-42,2403000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,6400","18,00","1,00",Bueiro Duplo Celular de Concreto,"-23,5477000","-45,2415000","-23,5477000","-45,2415000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,7200","20,00","1,00",Bueiro Duplo Celular de Concreto,"-23,5479000","-45,2425000","-23,5479000","-45,2425000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,8000","20,00","0,60",Bueiro Simples Celular de Concreto,"-23,5482000","-45,2440000","-23,5482000","-45,2440000"
CGR 06,Bueiro,SP 055,15/11/2023,"78,9000","40,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5482000","-45,2440000","-23,5482000","-45,2440000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,0000","18,00","0,60",Bueiro Simples Celular de Concreto,"-23,5482000","-45,2430000","-23,5482000","-45,2430000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,1000","20,00","0,80",Bueiro Simples Celular de Concreto,"-23,5485000","-45,2440000","-23,5485000","-45,2440000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,3600","20,00","1,00",Bueiro Simples Celular de Concreto,"-23,5492000","-45,2473000","-23,5492000","-45,2473000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,5400","20,00","1,00",Bueiro Simples Celular de Concreto,"-23,5519000","-45,2493000","-23,5519000","-45,2493000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,6000","52,00","0,80",Bueiro Simples Celular de Concreto,"-23,5522000","-45,2497000","-23,5522000","-45,2497000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,6400","50,00","0,80",Bueiro Simples Celular de Concreto,"-23,5522000","-45,2498000","-23,5522000","-45,2498000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,7000","22,00","0,80",Bueiro Simples Celular de Concreto,"-23,5523000","-45,2495000","-23,5523000","-45,2495000"
CGR 06,Bueiro,SP 055,15/11/2023,"79,9600","18,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5545000","-45,2509000","-23,5545000","-45,2509000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,0600","20,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5553000","-45,2513000","-23,5553000","-45,2513000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,2800","54,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5572000","-45,2519000","-23,5572000","-45,2519000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,3800","22,00","1,00",Bueiro Simples Celular de Concreto,"-23,5578000","-45,2525000","-23,5578000","-45,2525000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,4600","23,00","0,60",Bueiro Simples Celular de Concreto,"-23,5586000","-45,2530000","-23,5586000","-45,2530000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,5200","20,00","0,80",Bueiro Simples Celular de Concreto,"-23,5592000","-45,2531000","-23,5592000","-45,2531000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,7200","84,00","1,00",Bueiro Triplo Celular de Concreto,"-23,5599000","-45,2547000","-23,5599000","-45,2547000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,7600","52,00","1,00",Bueiro Duplo Celular de Concreto,"-23,5601000","-45,2546000","-23,5601000","-45,2546000"
CGR 06,Bueiro,SP 055,15/11/2023,"80,8200","36,00","0,80",Bueiro Duplo Celular de Concreto,"-23,5657000","-45,2634000","-23,5657000","-45,2634000"
